street_name,long_snode,lat_snode,long_enode,lat_enode,full_geometry,maxspeed_kmh,oneway,highway_type
Đường tỉnh 879B,106.4473962,10.4550794,106.3873635,10.3677092,"10.4550794,106.4473962;10.4538824,106.4462934;10.4537997,106.4462382;10.452052,106.4445269;10.4517236,106.4440228;10.4516095,106.443607;10.4509378,106.4411583;10.4506209,106.4400028;10.4506143,106.4399841;10.4505665,106.4398488;10.4504528,106.4395273;10.4497585,106.4375638;10.4492234,106.4362696;10.4487353,106.4350889;10.4474044,106.4318848;10.4472425,106.4315353;10.4466622,106.4302937;10.4461929,106.4296896;10.4451708,106.4283739;10.4451534,106.4283514;10.4422523,106.4254995;10.4413707,106.4246329;10.4407673,106.4240664;10.4407039,106.4240069;10.4397328,106.423543;10.4373403,106.4224002;10.4373038,106.4223828;10.4359575,106.4217345;10.4340886,106.4209305;10.4334597,106.4206599;10.4333007,106.4205915;10.4318509,106.4199678;10.4305883,106.4194124;10.4305102,106.419378;10.4304588,106.4193554;10.4303881,106.4193244;10.4301888,106.4192367;10.4301605,106.4192242;10.4299204,106.4191186;10.4295524,106.4189567;10.4294974,106.4189325;10.4291986,106.4188011;10.4289686,106.4187053;10.4289034,106.4186758;10.4287285,106.4185967;10.428226,106.418362;10.4280437,106.4182793;10.4278365,106.4181854;10.4277644,106.4181527;10.4275145,106.4180367;10.4273764,106.4179726;10.42728,106.4179278;10.4271313,106.417859;10.4269006,106.4177471;10.4267692,106.4176834;10.4264788,106.4175537;10.4262467,106.41745;10.4259523,106.4173111;10.4259002,106.4172846;10.425569,106.4171208;10.4252386,106.4169665;10.4250241,106.4168663;10.4245756,106.4166566;10.4243038,106.4165332;10.4239918,106.4163837;10.4234472,106.4161285;10.423124,106.4159808;10.4230606,106.4159526;10.4229758,106.415915;10.4228986,106.4158807;10.4227552,106.415817;10.4226275,106.4157603;10.4223977,106.4156582;10.4220343,106.4154968;10.421926,106.4154486;10.4213199,106.4151768;10.4211776,106.4151129;10.4204748,106.4148014;10.4198466,106.414523;10.4194485,106.4143466;10.4192134,106.4142424;10.4186432,106.4139896;10.4177749,106.4136071;10.4169207,106.4132156;10.4160766,106.4128288;10.4157797,106.4126928;10.4152249,106.4124655;10.4143593,106.412111;10.4126921,106.4112828;10.4119415,106.4109475;10.4115007,106.4107573;10.4106564,106.4103715;10.4106134,106.4103538;10.4102583,106.410208;10.4101384,106.4101524;10.4100338,106.4101066;10.4085247,106.4094453;10.4084511,106.4094116;10.4079672,106.4091905;10.4068986,106.4087023;10.4067,106.4086041;10.4064851,106.4084979;10.4064203,106.4084659;10.4059748,106.4082457;10.4056842,106.4081048;10.4051583,106.4078497;10.4045696,106.4075642;10.4037958,106.4071284;10.4028199,106.4065788;10.4027945,106.4065645;10.4020072,106.4061211;10.4013569,106.4057549;10.4010265,106.4055688;10.4007387,106.4054067;10.4005389,106.4052942;10.4002092,106.4051085;10.3997963,106.4048758;10.3996621,106.4048002;10.3996234,106.404779;10.3991132,106.4044994;10.398433,106.4041268;10.3979287,106.4038504;10.3976198,106.4036812;10.3973904,106.4035555;10.3973339,106.403538;10.3972943,106.4035151;10.3967589,106.40321;10.3966908,106.4031711;10.3964201,106.4030163;10.3962045,106.4028931;10.3958105,106.402677;10.395461,106.4024689;10.395412,106.4024397;10.3949868,106.4021981;10.3946185,106.4019791;10.3943841,106.4018395;10.393843,106.401517;10.3936103,106.4013897;10.3936024,106.401385;10.3922803,106.4006018;10.3919987,106.4004349;10.3918334,106.400337;10.3914448,106.4001052;10.3911647,106.399939;10.3909086,106.399787;10.3901381,106.3993291;10.3900092,106.3992525;10.3899134,106.3991923;10.3898468,106.3991527;10.3894756,106.3989317;10.3893408,106.3988516;10.3890107,106.398654;10.3889599,106.3986236;10.388738,106.3984908;10.3875981,106.3977351;10.387089,106.3973885;10.3865223,106.3969882;10.3859171,106.3965603;10.385522,106.3962719;10.3855107,106.3962636;10.3853577,106.396152;10.3849989,106.395902;10.3847881,106.3957551;10.3845744,106.3956062;10.3845359,106.3955794;10.3842285,106.3953657;10.3841848,106.3953354;10.3836684,106.3949763;10.3836511,106.3949643;10.3831508,106.3946165;10.3830522,106.3945479;10.3828323,106.3943951;10.3826423,106.3942663;10.3821938,106.3939539;10.3818521,106.3937165;10.3815804,106.3935314;10.3814004,106.3934051;10.381239,106.3932895;10.3810646,106.3931733;10.3808166,106.3930111;10.3806543,106.3929011;10.3803503,106.3927039;10.3796162,106.3922265;10.3794499,106.3921259;10.3792692,106.3920186;10.3788075,106.3917249;10.3781438,106.3913771;10.3780296,106.3913066;10.3777931,106.3911791;10.3775279,106.3910316;10.3772839,106.3909042;10.3770689,106.3907862;10.3765491,106.3904911;10.3761929,106.390282;10.3761059,106.390231;10.3755107,106.3898987;10.3749008,106.3895582;10.3745214,106.3893464;10.3742783,106.3892107;10.3740303,106.3890795;10.3727866,106.3886203;10.3725785,106.3885461;10.3722537,106.3884332;10.3722129,106.388419;10.3718029,106.3882791;10.3716315,106.3882355;10.3714943,106.3882006;10.3711501,106.388113;10.3700236,106.3879522;10.3700097,106.387949;10.369201,106.3877602;10.3679133,106.3874255;10.3678018,106.3873965;10.3677092,106.3873635",,,secondary
ĐH.28,106.3644938,10.4009693,106.412111,10.4143593,"10.4009693,106.3644938;10.4010255,106.364706;10.401177,106.3652781;10.4013724,106.3660156;10.4015748,106.3667799;10.4016426,106.3670357;10.4021453,106.3687921;10.4023484,106.3695578;10.4023589,106.3695846;10.4026518,106.3706388;10.402694,106.3707742;10.4030273,106.37207;10.4031699,106.3725611;10.4034994,106.3736976;10.4039199,106.3751633;10.4039695,106.3753641;10.4042617,106.3764089;10.4043576,106.3767679;10.4046594,106.3778532;10.4048097,106.3784071;10.4049659,106.3789553;10.4049706,106.378972;10.4053011,106.3801827;10.4053566,106.3803902;10.4053868,106.380503;10.4055904,106.3812777;10.4056077,106.3813532;10.4058132,106.3820935;10.4058332,106.3821464;10.4060134,106.3827664;10.4061917,106.3833961;10.4062012,106.3834323;10.4062232,106.3835155;10.4063307,106.3839231;10.4063659,106.3840455;10.4065739,106.3848056;10.4066944,106.3852171;10.4067145,106.3852984;10.406868,106.3858966;10.4069827,106.386311;10.4070937,106.3867119;10.4071853,106.3870427;10.4072882,106.3874151;10.4072962,106.3874455;10.4074584,106.3879811;10.4076146,106.388583;10.4077432,106.3890786;10.4078,106.3892975;10.4080607,106.3902727;10.4081925,106.3907145;10.4085218,106.3918672;10.4085532,106.3919771;10.4086851,106.3924357;10.40874,106.3928218;10.408909,106.3933252;10.4089842,106.393609;10.4090677,106.3939243;10.4092285,106.3944004;10.4092696,106.3945509;10.40929,106.3946258;10.409307,106.3946881;10.409355,106.3948411;10.4093987,106.3949805;10.4095256,106.3954093;10.4095339,106.3954371;10.4096377,106.3957968;10.4098733,106.3966131;10.4099037,106.3967184;10.4099873,106.3970042;10.4102397,106.397854;10.4102811,106.3980094;10.4103795,106.3983422;10.4105027,106.398759;10.4107045,106.399435;10.4107817,106.3997199;10.4109079,106.4001432;10.4109934,106.4004341;10.4109977,106.4004496;10.4110847,106.4007612;10.4111794,106.4011006;10.4113809,106.4017257;10.4113891,106.401751;10.4114695,106.4020496;10.4115139,106.4022145;10.4115211,106.4022413;10.4115566,106.4023733;10.411641,106.4026375;10.4116661,106.4027072;10.4117943,106.4031491;10.4119299,106.4036165;10.4122125,106.4046076;10.4124235,106.4053161;10.4125353,106.4056915;10.4130385,106.4073805;10.4142926,106.4118822;10.4143593,106.412111",,,tertiary
Nguyễn Văn Côn,106.5786387,10.3573744,106.5801043,10.346324,"10.3573744,106.5786387;10.3568116,106.5787044;10.3563764,106.5787552;10.356262,106.5787686;10.3561343,106.5787835;10.3559798,106.5787971;10.3557074,106.5788317;10.355508,106.5788542;10.3554689,106.5788586;10.3551712,106.5788922;10.3549773,106.5789137;10.3548928,106.578923;10.3543466,106.5789861;10.3542261,106.5789945;10.3540671,106.5790059;10.3539786,106.5790102;10.3531778,106.5790937;10.3528559,106.5791273;10.352654,106.5791483;10.3520952,106.5792198;10.3518049,106.5792568;10.3516261,106.5792796;10.3513318,106.5793171;10.3508704,106.5793669;10.3506557,106.5794034;10.3505735,106.5794139;10.3497827,106.5795495;10.3494944,106.5795989;10.3493561,106.57962;10.3490019,106.5796739;10.3487999,106.5797047;10.3487416,106.5797136;10.3485788,106.5797384;10.3484595,106.5797588;10.3478972,106.5798493;10.3470778,106.5799821;10.34693,106.5800061;10.346324,106.5801043",,,secondary
Thủ Khoa Thừa,106.4020485,10.6027155,106.4034544,10.6035183,"10.6027155,106.4020485;10.6035183,106.4034544",,,secondary
Đường tỉnh 865,106.3335556,10.5547252,106.3321537,10.5445779,"10.5547252,106.3335556;10.5496572,106.3329909;10.5495155,106.3329772;10.5487832,106.3329074;10.5480839,106.332839;10.5474061,106.332837;10.5469364,106.3327282;10.5463183,106.3326686;10.5461441,106.3326347;10.5458226,106.3325721;10.5455837,106.3324918;10.545244,106.3323776;10.5445779,106.3321537",,,primary
Đường Phạm Hùng,106.3261666,10.3766578,106.326403,10.3635628,"10.3766578,106.3261666;10.376408,106.3261579;10.3762212,106.3261515;10.3761481,106.3261489;10.3760451,106.3261454;10.3756076,106.3261295;10.3746131,106.3260941;10.3743891,106.3260891;10.3741301,106.3260906;10.3737696,106.3260846;10.3734833,106.3260873;10.3733888,106.3260824;10.3733357,106.3260817;10.3720243,106.3260644;10.3715508,106.3260582;10.3710316,106.3260514;10.3701556,106.3260586;10.3689151,106.3260884;10.3686994,106.3260907;10.3684322,106.3260965;10.3679665,106.3261065;10.3678252,106.3261095;10.3676539,106.3261132;10.3666956,106.3261479;10.3661089,106.326173;10.3659961,106.32618;10.3658982,106.3261861;10.3658096,106.3261916;10.3655896,106.3262109;10.3648411,106.3262766;10.3645958,106.3262981;10.3641825,106.3263585;10.3635628,106.326403",,,secondary
Đường tỉnh 877,106.6615524,10.3380045,106.6554914,10.3138422,"10.3380045,106.6615524;10.3379225,106.6615344;10.3378878,106.6615255;10.3374784,106.6614269;10.3363184,106.6611674;10.335921,106.6610775;10.3350702,106.6608799;10.3349529,106.6608563;10.3345101,106.6607503;10.3344863,106.660743;10.3340865,106.6606342;10.3339271,106.6606009;10.3336615,106.6605454;10.3333268,106.6604725;10.3331496,106.6604336;10.3330656,106.6604152;10.3323179,106.6602338;10.3319525,106.6601596;10.3318279,106.6601316;10.3309416,106.6599187;10.3300716,106.6597171;10.3296811,106.6596319;10.3290321,106.6594746;10.3275865,106.6591529;10.327269,106.6590823;10.3269617,106.6590139;10.3267088,106.6589546;10.3258321,106.6587492;10.3252615,106.658617;10.3248964,106.6585308;10.3244679,106.6584297;10.3241832,106.658363;10.3241633,106.6583583;10.3241089,106.6583456;10.3239649,106.6583118;10.3236498,106.6582381;10.3231728,106.6581264;10.3229994,106.6580858;10.3228311,106.6580464;10.3222129,106.6579017;10.3220755,106.6578695;10.321517,106.6577387;10.3213644,106.657703;10.3212575,106.657678;10.3211879,106.6576616;10.3211182,106.6576451;10.3206916,106.6575444;10.3204421,106.6574845;10.3199749,106.6573724;10.3198939,106.6573531;10.3190224,106.6571455;10.3189322,106.6571248;10.3188235,106.6570997;10.3185297,106.6570321;10.3179786,106.6569053;10.3177765,106.6568573;10.3176605,106.6568298;10.3171673,106.6567126;10.3170105,106.6566723;10.3167436,106.6566036;10.3164093,106.6565244;10.316307,106.6565001;10.31592,106.6564095;10.3154243,106.6562927;10.3146969,106.6561211;10.3145996,106.6560982;10.3144957,106.6560915;10.3142374,106.6561055;10.3141181,106.6559333;10.3140094,106.6557692;10.313967,106.6556988;10.3138863,106.6555648;10.3138575,106.6555168;10.3138422,106.6554914",,,secondary
Chu Văn An,106.7549374,10.8758695,106.7579751,10.8717359,"10.8758695,106.7549374;10.8753422,106.7549684;10.8745811,106.7550401;10.8745022,106.7550474;10.8743206,106.7550596;10.8742327,106.7550677;10.8741489,106.7550962;10.8740471,106.7551491;10.8739952,106.7551836;10.8739453,106.7552283;10.8738914,106.7552812;10.8738264,106.7553576;10.8736985,106.7555364;10.8734757,106.755885;10.8729602,106.7565811;10.8729044,106.7566621;10.8727947,106.7568204;10.8727076,106.7569318;10.8726158,106.757007;10.8725204,106.7570372;10.8724356,106.7570378;10.8723207,106.7570412;10.872254,106.7570621;10.8721755,106.7571363;10.8721108,106.7572523;10.8718716,106.7576808;10.8717936,106.7578499;10.8717359,106.7579751",,,tertiary
Nguyễn Văn Linh,106.623781,10.6981335,106.6199633,10.6970845,"10.6981335,106.623781;10.6970845,106.6199633",80,yes,trunk
Quản Trọng Linh,106.6105107,10.6938915,106.6103075,10.6945409,"10.6938915,106.6105107;10.6940422,106.6104635;10.6943979,106.6103523;10.6945409,106.6103075",,,tertiary
Nguyễn Văn Linh,106.6199996,10.6966261,106.6239517,10.6976978,"10.6966261,106.6199996;10.6976978,106.6239517",80,yes,trunk
Đường An Dương Vương,106.6236908,10.7418123,106.6237507,10.7453461,"10.7418123,106.6236908;10.7418846,106.6236839;10.7420662,106.6236885;10.7423057,106.6236972;10.7423846,106.6236936;10.7424398,106.6236989;10.7426139,106.6237005;10.7428237,106.6237101;10.7430908,106.6237142;10.7438546,106.623737;10.7441426,106.6237509;10.7444624,106.6237533;10.7451404,106.6237513;10.7453461,106.6237507",,,secondary
Võ Văn Kiệt,106.6279726,10.7304991,106.6317961,10.7325468,"10.7304991,106.6279726;10.7309761,106.6288899;10.7311843,106.6292841;10.7316659,106.6301704;10.7317325,106.6302928;10.7319209,106.630645;10.7322727,106.6313025;10.7325468,106.6317961",,yes,primary
Nguyễn Văn Linh,106.6261052,10.6987772,106.6254312,10.6985937,"10.6987772,106.6261052;10.6985937,106.6254312",80,yes,trunk
Quản Trọng Linh,106.61008,10.6955724,106.6100163,10.6958051,"10.6955724,106.61008;10.6958051,106.6100163",,yes,tertiary
Đường số 1,106.6209813,10.7385572,106.6192321,10.7382477,"10.7385572,106.6209813;10.7385192,106.6206775;10.738429,106.6204357;10.738322,106.61977;10.7382477,106.6192321",,,tertiary
Bùi Tư Toàn,106.6193399,10.7325594,106.6191494,10.7324759,"10.7325594,106.6193399;10.7324759,106.6191494",,,tertiary
Bùi Tư Toàn,106.6193399,10.7325594,106.6197631,10.7326451,"10.7325594,106.6193399;10.7325823,106.6194049;10.7325948,106.6194619;10.7326451,106.6197631",,,tertiary
Nguyễn Văn Linh,106.6257212,10.6981949,106.6341985,10.7025193,"10.6981949,106.6257212;10.6986356,106.6273833;10.6986748,106.6275313;10.6987078,106.6276417;10.6988532,106.6281624;10.6988889,106.628276;10.6989756,106.6285098;10.6991565,106.6289394;10.6994952,106.6297328;10.6995275,106.6298069;10.6995684,106.6298817;10.6998596,106.6304375;10.7001995,106.6310218;10.7002492,106.6311055;10.7002881,106.6311691;10.7006167,106.631675;10.7006699,106.6317531;10.7007258,106.6318313;10.701249,106.6325116;10.7023185,106.6339319;10.7024507,106.6341075;10.7025193,106.6341985",80,yes,trunk
Nguyễn Văn Linh,106.6239517,10.6976978,106.6249881,10.6979903,"10.6976978,106.6239517;10.6979903,106.6249881",80,yes,trunk
Nguyễn Văn Linh,106.6199633,10.6970845,106.6154108,10.6958551,"10.6970845,106.6199633;10.6964844,106.6177762;10.6958551,106.6154108",80,yes,trunk
Quản Trọng Linh,106.6099876,10.6958987,106.6080956,10.7027889,"10.6958987,106.6099876;10.6960805,106.609945;10.6978211,106.6094608;10.6981215,106.6093773;10.6989921,106.6091374;10.6992839,106.609057;10.699659,106.608954;10.6997166,106.6089382;10.6998885,106.608891;10.7000796,106.6088387;10.7009508,106.6086003;10.7009854,106.6085835;10.7017081,106.6083931;10.7020996,106.6082854;10.7027889,106.6080956",,yes,tertiary
Nguyễn Văn Linh,106.6254312,10.6985937,106.623781,10.6981335,"10.6985937,106.6254312;10.6983177,106.6244417;10.6981335,106.623781",80,yes,trunk
Nguyễn Văn Linh,106.6249881,10.6979903,106.6257212,10.6981949,"10.6979903,106.6249881;10.6981949,106.6257212",80,yes,trunk
Đường Lê Thị Hoa,106.7484175,10.8751473,106.7435357,10.8809347,"10.8751473,106.7484175;10.8751829,106.7483441;10.8752331,106.7482791;10.8754558,106.7480507;10.8755709,106.7479327;10.8760536,106.7473651;10.8763857,106.7469484;10.8766744,106.7466494;10.8770078,106.7463712;10.8770982,106.7462846;10.8771304,106.7462538;10.8773715,106.7460765;10.8775141,106.7459716;10.8776013,106.7459086;10.8779628,106.7456476;10.8779893,106.7456313;10.8782839,106.7454327;10.8783486,106.7453884;10.8784556,106.7453425;10.878656,106.7452388;10.8790615,106.7450061;10.8793332,106.7447934;10.8795231,106.744664;10.8798194,106.7444392;10.8799661,106.7443279;10.8800906,106.7442245;10.8802559,106.7441204;10.8804792,106.7439524;10.8807094,106.7437697;10.8807676,106.7437273;10.8808177,106.7436831;10.880873,106.7436254;10.8809347,106.7435357",,,tertiary
Nam Cao,106.7977084,10.8629475,106.7977819,10.8628981,"10.8629475,106.7977084;10.8628981,106.7977819",,,tertiary
Cầu vượt Sóng Thần 2,106.7522429,10.8757965,106.7505431,10.8752505,"10.8757965,106.7522429;10.8756897,106.7519105;10.875634,106.7517369;10.8752505,106.7505431",60,yes,trunk
Cầu vượt Linh Xuân,106.7634012,10.8738181,106.7668378,10.872666,"10.8738181,106.7634012;10.872666,106.7668378",,yes,trunk
Đỗ Mười,106.7759991,10.8696071,106.7875716,10.8671531,"10.8696071,106.7759991;10.8695522,106.7761655;10.8690083,106.7778447;10.8684975,106.7794278;10.8681147,106.7805939;10.8676943,106.7819509;10.867597,106.782343;10.8674955,106.7827465;10.8673997,106.7832766;10.8673274,106.7838234;10.8672896,106.7843191;10.8672458,106.7850088;10.8672197,106.7861944;10.8671605,106.7874239;10.8671577,106.7874801;10.8671531,106.7875716",,yes,trunk
Đỗ Mười,106.752254,10.8756213,106.7544222,10.8759395,"10.8756213,106.752254;10.8758131,106.7528827;10.875894,106.7532861;10.8759382,106.7536569;10.875954,106.7538956;10.8759487,106.7543113;10.8759395,106.7544222",,yes,trunk
Đỗ Mười,106.7520057,10.8754341,106.7544222,10.8759395,"10.8754341,106.7520057;10.8754545,106.7520813;10.8754695,106.7521289;10.8754803,106.7521587;10.8755207,106.7522382;10.8755831,106.7523838;10.8756382,106.7525277;10.8757214,106.7528326;10.8757843,106.753057;10.8758465,106.7534473;10.8758848,106.7537488;10.8758908,106.7540264;10.8758833,106.7543362;10.8759395,106.7544222",,,trunk
N5 Nút Giao Thông Thủ Đức,106.7972124,10.8644106,106.7967996,10.8644425,"10.8644106,106.7972124;10.8644259,106.7969285;10.8644425,106.7967996",,yes,trunk_link
Đi Cầu Sài Gòn,106.7930834,10.865621,106.7932111,10.861867,"10.865621,106.7930834;10.8655003,106.7931128;10.8654031,106.7931775;10.8653069,106.7932411;10.8651097,106.7933555;10.8649467,106.7934473;10.864769,106.7935194;10.8645257,106.7935844;10.8642935,106.7936292;10.8640616,106.7936548;10.8638237,106.793636;10.8635885,106.7936107;10.8633095,106.7935741;10.8628829,106.793516;10.8626685,106.7934829;10.8624493,106.793439;10.8622409,106.7933844;10.8618863,106.7932676;10.861867,106.7932111",,yes,trunk_link
Tạm Nhánh 3,106.7970627,10.8628943,106.7961702,10.8617807,"10.8628943,106.7970627;10.8628435,106.7971473;10.8627897,106.7972141;10.862726,106.7972696;10.8626556,106.7973239;10.8625605,106.7973734;10.8624687,106.7974033;10.8623505,106.7974225;10.8622351,106.7974208;10.8621226,106.7974059;10.8620096,106.797379;10.8618917,106.7973288;10.8617931,106.797257;10.8617033,106.7971639;10.8616343,106.7970548;10.8615892,106.7969266;10.8615657,106.7968043;10.8615593,106.7966944;10.8615683,106.7965877;10.8615947,106.796485;10.861637,106.7963795;10.8617007,106.7962748;10.8617807,106.7961702",60,yes,trunk_link
